,Place,HorseNumber,HorseName,HorseCode,Jockey,Trainer,ActualWeight,DeclarWeight,RunningPosition,LBW,FinishTime,WinOdds,Date,RaceIndex
6476,9, 9, RULE THEE, (A172), K C Leung, P O'Sullivan, 123, 1082, 14, 6-3/4, 1.35.56, 99,20160907,20160907_5
6477,11, 3, MR POTENTIAL, (V270), U Rispoli, C H Yip, 129, 1075, 10, 8, 1.35.78, 39,20160907,20160907_5
6478,13, 14, UNIQUE JOYOUS, (S244), K K Chiong, K L Man, 113, 1173, 12, 14-1/2, 1.36.81, 59,20160907,20160907_5
6479,2, 7, HOME RUN, (V101), J Moreira, Y S Tsui, 125, 1127, 2, N, 1.34.53, 6.1,20160907,20160907_5
6480,4, 11, THE SUPREME, (V370), N Callan, L Ho, 122, 1147, 13, 1-1/4, 1.34.71, 8.2,20160907,20160907_5
6481,6, 2, ROYAL PERFORMER, (V405), O Doleuze, C Fownes, 130, 995, 1, 4, 1.35.13, 7.7,20160907,20160907_5
6482,8, 4, MISTER MONTE, (A201), S Clipperton, C W Chang, 128, 1042, 8, 6-1/4, 1.35.48, 99,20160907,20160907_5
6483,10, 12, BEAUTY FLARE, (V240), M Chadwick, A S Cruz, 121, 1052, 9, 7-3/4, 1.35.75, 85,20160907,20160907_5
6484,12, 8, OCULIST, (A212), D Whyte, R Gibson, 125, 1095, 11, 10-1/2, 1.36.17, 53,20160907,20160907_5
6485,14, 6, CELESTIAL NOVA, (V045), Z Purton, C S Shum, 125, 1088, 3, 17-3/4, 1.37.34, 11,20160907,20160907_5
6486,1, 3, EAGLE WAY, (A093), J Moreira, J Moore, 127, 1074, 4, -, 2.25.48, 2.1,20160907,20160907_6
6487,3, 6, GOLD MOUNT, (A112), S de Sousa, A S Cruz, 122, 978, 7, 2-1/2, 2.25.88, 6.5,20160907,20160907_6
6488,5, 7, PRAWN BABA, (A002), K Teetan, J Size, 121, 1068, 12, 5-1/2, 2.26.37, 46,20160907,20160907_6
6489,7, 4, SUPREME PROFIT, (P230), K K Chiong, C S Shum, 127, 1269, 8, 10-1/4, 2.27.11, 99,20160907,20160907_6
6490,9, 12, CIRCUIT HASSLER, (A041), M Chadwick, A S Cruz, 113, 1119, 11, 18, 2.28.38, 80,20160907,20160907_6
6491,11, 2, BASIC TRILOGY, (V133), S Clipperton, J Moore, 130, 1218, 13, 25, 2.29.48, 70,20160907,20160907_6
6492,13, 8, ANTICIPATION, (T198), U Rispoli, A S Cruz, 120, 1145, 10, 30-3/4, 2.30.40, 95,20160907,20160907_6
6493,2, 5, HELENE CHARISMA, (A129), D Whyte, J Moore, 124, 1096, 9, 3/4, 2.25.60, 8,20160907,20160907_6
6494,4, 9, DINOZZO, (V246), C Schofield, J Size, 118, 1022, 6, 3, 2.25.97, 8.1,20160907,20160907_6
6495,6, 13, ANDOYAS, (T109), C Y Ho, D J Hall, 113, 1006, 5, 7, 2.26.60, 44,20160907,20160907_6
6496,8, 1, BEAUTY GENERATION, (V380), Z Purton, J Moore, 133, 1097, 2, 13, 2.27.58, 4.6,20160907,20160907_6
6497,10, 10, HAPPILABABY, (T315), K C Leung, C S Shum, 115, 1105, 1, 20, 2.28.69, 29,20160907,20160907_6
6498,12, 11, HELENE SUPER STAR, (S152), M L Yeung, A S Cruz, 115, 1211, 3, 25-3/4, 2.29.63, 99,20160907,20160907_6
6499,1, 4, KINGSFIELD, (T403), M F Poon, R Gibson, 118, 1117, 14, -, 1.22.03, 6.9,20160907,20160907_7
6500,3, 7, GREEN ENERGY, (A095), C Schofield, L Ho, 125, 1125, 1, 2-3/4, 1.22.48, 12,20160907,20160907_7
6501,5, 3, VOLITATION, (V223), U Rispoli, J Size, 131, 1143, 3, 3, 1.22.50, 22,20160907,20160907_7
6502,7, 6, PRETTY BAUHINIA, (A135), D Whyte, Y S Tsui, 126, 1031, 13, 3, 1.22.52, 30,20160907,20160907_7
6503,9, 14, IMPERIAL GALLANTRY, (T028), K C Ng, P O'Sullivan, 109, 1150, 4, 4, 1.22.67, 46,20160907,20160907_7
6504,11, 5, MARVEL TRIBE, (S142), K K Chiong, K W Lui, 122, 1092, 7, 4-3/4, 1.22.78, 71,20160907,20160907_7
6505,13, 12, INTREPIC, (A139), K C Leung, D J Hall, 119, 1004, 8, 6-1/4, 1.23.01, 99,20160907,20160907_7
6506,2, 8, REGENCY BO BO, (A050), J Moreira, A S Cruz, 125, 1089, 12, 1/2, 1.22.12, 2.1,20160907,20160907_7
6507,4, 11, FIRST FONTEIN, (V361), B Prebble, W Y So, 122, 1125, 11, 3, 1.22.49, 99,20160907,20160907_7
6508,6, 9, WINWIN RUBY, (A120), Z Purton, K L Man, 125, 1029, 9, 3, 1.22.51, 8.2,20160907,20160907_7
6509,8, 2, HAIR TRIGGER, (A215), S Clipperton, J Moore, 131, 1118, 5, 3-1/2, 1.22.59, 8.3,20160907,20160907_7
6510,10, 10, ROYAL ELITE, (V300), O Doleuze, C Fownes, 124, 1106, 6, 4-1/4, 1.22.69, 37,20160907,20160907_7
6511,12, 1, JOLLY CONVERGENCE, (V293), N Callan, T P Yung, 133, 1058, 2, 5-1/4, 1.22.87, 8.8,20160907,20160907_7
6512,14, 13, NONE OTHER, (S349), M L Yeung, A Lee, 117, 1163, 10, 7-3/4, 1.23.27, 99,20160907,20160907_7
6513,1, 5, NEOREALISM, (A609), J Moreira, N Hori, 126, 1128, 6, -, 2.04.59, 4.5,20160907,20160907_8
6514,3, 1, WERTHER, (V083), H Bowman, J Moore, 126, 1036, 2, 1/2, 2.04.67, 2,20160907,20160907_8
6515,5, 6, THE UNITED STATES, (A627), B Prebble, R Hickmott, 126, 1154, 5, 3-1/2, 2.05.14, 49,20160907,20160907_8
6516,7, 7, DICTON, (A628), O Peslier, G Bietolini, 126, 1063, 4, 6-3/4, 2.05.68, 65,20160907,20160907_8
6517,2, 8, PAKISTAN STAR, (V325), S de Sousa, A S Cruz, 126, 1135, 3, N, 2.04.65, 2.8,20160907,20160907_8
6518,4, 4, BLAZING SPEED, (P192), N Callan, A S Cruz, 126, 1175, 7, 1-1/4, 2.04.79, 18,20160907,20160907_8
6519,6, 2, SECRET WEAPON, (S217), Z Purton, C H Yip, 126, 1119, 8, 3-1/2, 2.05.16, 25,20160907,20160907_8
6520,8, 3, DESIGNS ON ROME, (P270), T Berry, J Moore, 126, 1067, 1, 8-1/4, 2.05.91, 58,20160907,20160907_8
6521,1, 3, SHAMAL, (V290), H T Mo, Y S Tsui, 121, 1177, 3, -, 1.09.38, 8.6,20160907,20160907_9
6522,3, 12, HAPPY HAPPY STAR, (A011), J Moreira, K L Man, 118, 1106, 2, 2-3/4, 1.09.82, 2.9,20160907,20160907_9
6523,5, 14, WAH MAY BABY, (S247), K C Ng, A S Cruz, 112, 1152, 6, 4-3/4, 1.10.13, 99,20160907,20160907_9
6524,7, 1, DUKEDOM, (V372), D Whyte, C H Yip, 133, 1054, 7, 6, 1.10.33, 21,20160907,20160907_9
6525,9, 11, CHEER WIN, (V347), C Schofield, P F Yiu, 119, 1122, 4, 6-3/4, 1.10.45, 4.7,20160907,20160907_9
6526,11, 9, LET'S TAKE IT EASY, (A140), K K Chiong, L Ho, 119, 986, 1, 7-3/4, 1.10.63, 99,20160907,20160907_9
6527,13, 7, HO HO HORSE, (A203), H N Wong, D J Hall, 119, 1146, 8, 11, 1.11.15, 99,20160907,20160907_9
6528,WV, PRIMERO, (A094), M F Poon, J Moore, 122, 1082, ---, ---, -,,,20160907,20160907_9
6529,2, 6, LUCKY DOLLAR, (A021), M L Yeung, T P Yung, 125, 1181, 14, 2-1/4, 1.09.73, 19,20160907,20160907_9
6530,4, 10, WINFIELD, (V199), T Berry, R Gibson, 121, 1123, 12, 4-1/2, 1.10.10, 9.1,20160907,20160907_9
6531,6, 4, RIGHT CALL, (V024), U Rispoli, J Size, 129, 1118, 9, 5-1/2, 1.10.28, 9,20160907,20160907_9
6532,8, 13, HARBOUR NOVA, (T432), K Teetan, P O'Sullivan, 117, 1172, 10, 6-1/4, 1.10.40, 11,20160907,20160907_9
6533,10, 5, TANG FLEMING, (A067), Z Purton, C S Shum, 129, 1152, 13, 7-1/2, 1.10.56, 9.9,20160907,20160907_9
6534,12, 2, RAPHAEL, (V415), C Y Ho, C Fownes, 115, 1151, 5, 8-1/4, 1.10.72, 67,20160907,20160907_9
6535,14, 8, WHY WHY, (P372), K C Leung, A Lee, 124, 1197, 11, 12-1/4, 1.11.35, 80,20160907,20160907_9
6536,1, 4, EASTERN EXPRESS, (T192), J Moreira, J Size, 127, 1133, 8, -, 1.33.71, 3.4,20160907,20160907_10
6537,3, 9, DOYENI, (T114), K C Leung, A S Cruz, 118, 1166, 2, 1/2, 1.33.80, 62,20160907,20160907_10
6538,5, 11, BEAUTY WAY, (A159), S de Sousa, A S Cruz, 119, 1211, 9, 2-3/4, 1.34.16, 15,20160907,20160907_10
6539,7, 1, SEASONS BLOOM, (V410), Z Purton, C S Shum, 133, 1022, 11, 3-3/4, 1.34.30, 3.1,20160907,20160907_10
6540,9, 5, SICHUAN DAR, (T375), C Y Ho, C Fownes, 122, 993, 5, 3-3/4, 1.34.31, 52,20160907,20160907_10
6541,11, 10, ROCKETEER, (A214), T Berry, J Moore, 120, 1190, 6, 5-1/4, 1.34.53, 37,20160907,20160907_10
6542,13, 2, SIMPLY INVINCIBLE, (V094), M F Poon, D J Hall, 123, 1064, 1, 9-1/4, 1.35.19, 8.3,20160907,20160907_10
6543,2, 3, BOOMING DELIGHT, (A113), S Clipperton, J Moore, 128, 1179, 4, SH, 1.33.74, 6,20160907,20160907_10
6544,4, 8, NASSA, (A119), K Teetan, A T Millard, 122, 1100, 13, 2-1/4, 1.34.07, 17,20160907,20160907_10
6545,6, 6, SOLAR HEI HEI, (T242), H N Wong, D J Hall, 117, 1095, 14, 3, 1.34.19, 18,20160907,20160907_10
6546,8, 13, KEEN VENTURE, (A024), M L Yeung, A Lee, 115, 1082, 12, 3-3/4, 1.34.30, 34,20160907,20160907_10
6547,10, 12, HAPPY PLACE, (S380), C Schofield, T P Yung, 118, 1125, 10, 4-1/4, 1.34.39, 91,20160907,20160907_10
6548,12, 7, GONNA RUN, (T094), U Rispoli, C Fownes, 123, 1051, 3, 7-1/4, 1.34.87, 47,20160907,20160907_10
6549,14, 14, TRAVEL FIRST, (T098), K K Chiong, C H Yip, 110, 1190, 7, 11-1/4, 1.35.51, 73,20160907,20160907_10
6550,1, 5, MY BLESSING, (V164), H T Mo, C H Yip, 121, 1059, 7, -, 1.50.20, 4.4,20160907,20160907_2
6551,3, 7, MALAYAN PEARL, (N416), C Y Ho, D Cruz, 124, 1185, 11, 2-1/2, 1.50.59, 20,20160907,20160907_2
6552,5, 8, WEALTHY FORTUNE, (P324), K Teetan, K L Man, 125, 1013, 12, 2-1/2, 1.50.61, 25,20160907,20160907_2
6553,7, 10, GENTLEMEN, (V060), K K Chiong, P F Yiu, 117, 1093, 1, 3-3/4, 1.50.80, 9.8,20160907,20160907_2
6554,9, 11, DRAGON GLORY, (P130), M L Yeung, C W Chang, 112, 1076, 2, 4-3/4, 1.50.96, 63,20160907,20160907_2
6555,11, 12, LUCKY SEBRING, (V091), K C Ng, Y S Tsui, 108, 1074, 9, 7-3/4, 1.51.42, 99,20160907,20160907_2
6556,2, 2, EASTERN PROWESS, (V295), N Callan, L Ho, 133, 994, 10, 2-1/4, 1.50.54, 5,20160907,20160907_2
6557,4, 3, GOLDEN PARTNERS, (S286), J Moreira, A T Millard, 132, 1081, 4, 2-1/2, 1.50.60, 2.4,20160907,20160907_2
6558,6, 6, BEST JADE TRIUMPH, (P070), B Prebble, A Lee, 128, 1013, 6, 3-1/2, 1.50.75, 9.2,20160907,20160907_2
6559,8, 9, HAPPY FRIENDSHIP, (S074), H W Lai, D E Ferraris, 124, 965, 3, 3-3/4, 1.50.81, 99,20160907,20160907_2
6560,10, 4, SWEET BEAN, (S205), H N Wong, C Fownes, 125, 1002, 5, 5-1/2, 1.51.08, 33,20160907,20160907_2
6561,12, 1, DIAMOND FRIENDS, (S376), W M Lai, T K Ng, 133, 1064, 8, 8-3/4, 1.51.59, 57,20160907,20160907_2
6562,1, 5, MASSIVE POWER, (T339), U Rispoli, L Ho, 131, 1059, 5, -, 1.10.43, 19,20160907,20160907_3
6563,3, 11, BLISS CARTEL, (S202), D Whyte, D E Ferraris, 119, 1077, 4, 3/4, 1.10.55, 7.4,20160907,20160907_3
6564,5, 12, INTELLECTUAL GLIDE, (S124), M L Yeung, A Lee, 111, 1011, 1, 4, 1.11.06, 26,20160907,20160907_3
6565,7, 9, SEVEN LUCK, (V044), N Callan, C H Yip, 125, 1051, 10, 4-3/4, 1.11.19, 20,20160907,20160907_3
6566,9, 2, HAYMAKER, (T054), H T Mo, K W Lui, 123, 1091, 9, 5-3/4, 1.11.34, 6.2,20160907,20160907_3
6567,11, 6, WINNINGLI, (V377), C Y Ho, A S Cruz, 129, 1029, 3, 8, 1.11.71, 6.2,20160907,20160907_3
6568,2, 8, IDYLLIC WIND, (N139), J Moreira, T K Ng, 128, 1209, 2, N, 1.10.48, 3.6,20160907,20160907_3
6569,4, 4, DON WONGCHOY, (V259), Z Purton, Y S Tsui, 131, 1044, 6, 2-3/4, 1.10.88, 8.5,20160907,20160907_3
6570,6, 10, ALL TOGETHER, (T420), C Schofield, C S Shum, 120, 1088, 11, 4-1/2, 1.11.16, 21,20160907,20160907_3
6571,8, 1, GIDDY GIDDY, (S367), O Doleuze, J Size, 133, 1125, 12, 5-1/4, 1.11.28, 11,20160907,20160907_3
6572,10, 7, CARRY TO WIN, (V305), K Teetan, P F Yiu, 129, 1121, 7, 7-1/2, 1.11.61, 17,20160907,20160907_3
6573,12, 3, NATURAL TEAM, (P257), H W Lai, K L Man, 132, 994, 8, 10, 1.12.03, 36,20160907,20160907_3
6574,1, 4, LITTERATEUR, (V183), Z Purton, R Gibson, 122, 1066, 12, -, 1.40.35, 9.5,20160907,20160907_8
6575,3, 6, WISKY, (T368), U Rispoli, J Size, 120, 1164, 4, HD, 1.40.39, 5.4,20160907,20160907_8
6576,5, 5, SUPER SPRINTER, (V105), H T Mo, C S Shum, 111, 1038, 7, N, 1.40.42, 18,20160907,20160907_8
6577,7, 3, SUNNY WIN, (V254), H N Wong, L Ho, 117, 1204, 9, 2-1/2, 1.40.76, 5.5,20160907,20160907_8
6578,9, 2, PLAY IT, (A239), C Y Ho, C Fownes, 127, 1097, 2, 5, 1.41.16, 99,20160907,20160907_8
6579,11, 11, AGREE, (A116), K C Leung, J Moore, 115, 1189, 10, 5-1/2, 1.41.25, 22,20160907,20160907_8
6580,2, 8, BEAUTY LOVE, (V025), K K Chiong, A S Cruz, 113, 1059, 11, HD, 1.40.37, 27,20160907,20160907_8
6581,4, 1, SPICY SURE, (T234), N Callan, K L Man, 133, 1152, 1, 1/2, 1.40.44, 6.4,20160907,20160907_8
6582,6, 9, MAGNETISM, (V114), K Teetan, D E Ferraris, 118, 1094, 3, 2-1/4, 1.40.70, 13,20160907,20160907_8
6583,8, 7, VARA PEARL, (S138), J Moreira, A T Millard, 119, 1044, 8, 4-1/2, 1.41.06, 3.1,20160907,20160907_8
6584,10, 10, STARSHIP, (V379), M L Yeung, P O'Sullivan, 115, 1126, 5, 5-1/2, 1.41.24, 22,20160907,20160907_8
6585,12, 12, MY GIFT, (V242), W M Lai, P F Yiu, 115, 1045, 6, 6-3/4, 1.41.42, 99,20160907,20160907_8
6586,1, 8, JOLLY GENE, (T146), C Y Ho, A S Cruz, 118, 1073, 6, -, 2.02.34, 6.4,20160907,20160907_2
6587,3, 3, GREEN DISPATCH, (V184), H Bowman, C S Shum, 127, 1166, 8, 1-3/4, 2.02.59, 13,20160907,20160907_2
6588,5, 7, ENORMOUS HONOUR, (T236), H W Lai, Y S Tsui, 122, 1149, 9, 6, 2.03.30, 65,20160907,20160907_2
6589,7, 2, SHARP SAILOR, (V188), N Callan, C S Shum, 128, 1019, 7, 7-1/2, 2.03.53, 9,20160907,20160907_2
6590,9, 5, UP AND COMING, (S266), M L Yeung, K W Lui, 125, 1121, 2, 8, 2.03.62, 12,20160907,20160907_2
6591,2, 1, ENSURING, (S437), J Moreira, J Size, 133, 1128, 4, 1-1/4, 2.02.52, 2.3,20160907,20160907_2
6592,4, 6, LOTUS STRIKES BACK, (T145), T Berry, J Moore, 123, 1016, 5, 3-1/2, 2.02.88, 5.4,20160907,20160907_2
6593,6, 9, HAPPY ROCKY, (S147), K C Leung, A Lee, 114, 1102, 3, 7-1/4, 2.03.50, 19,20160907,20160907_2
6594,8, 4, RAZOR QUEST, (S146), H N Wong, C W Chang, 120, 1058, 1, 8, 2.03.60, 9.5,20160907,20160907_2
6595,1, 3, CONTENTMENT, (S391), B Prebble, J Size, 126, 1140, 1, -, 1.35.23, 26,20160907,20160907_7
6596,3, 2, HELENE PARAGON, (V167), T Berry, J Moore, 126, 1060, 4, 1, 1.35.39, 8.9,20160907,20160907_7
6597,5, 5, STORMY ANTARCTIC, (A630), K Teetan, Ed Walker, 126, 1114, 7, 4-1/2, 1.35.94, 29,20160907,20160907_7
6598,PU, 4, RAPPER DRAGON, (V082), J Moreira, J Moore, 126, 1169, 5, -,,,20160907,20160907_7
6599,2, 1, BEAUTY ONLY, (S411), Z Purton, A S Cruz, 126, 1135, 2, N, 1.35.30, 3.4,20160907,20160907_7
6600,4, 7, CIRCUIT LAND, (T219), H Bowman, C S Shum, 126, 1037, 3, 2-1/2, 1.35.61, 32,20160907,20160907_7
6601,6, 6, CONVEY, (A631), O Peslier, Sir M R Stoute, 126, 1073, 6, 9-1/2, 1.36.75, 53,20160907,20160907_7
6602,1, 2, LITTLE GIANT, (V342), Z Purton, D J Hall, 129, 1046, 7, -, 1.09.52, 2.3,20160907,20160907_9
6603,3, 13, PAKISTAN BABY, (S442), C Y Ho, A S Cruz, 117, 1018, 3, 2, 1.09.86, 7.8,20160907,20160907_9
6604,5, 8, INVINCIBLE FRESH, (T190), D Lane, P F Yiu, 124, 1025, 4, 4-3/4, 1.10.27, 15,20160907,20160907_9
6605,7, 14, LOOK ERAS, (V123), H N Wong, Y S Tsui, 111, 1044, 12, 5, 1.10.33, 88,20160907,20160907_9
6606,9, 10, DIAMOND DRAGON, (V002), K Teetan, K W Lui, 122, 1119, 8, 7, 1.10.65, 28,20160907,20160907_9
6607,11, 9, ELITE SPIRIT, (S200), K C Leung, D E Ferraris, 121, 1151, 2, 10, 1.11.13, 99,20160907,20160907_9
6608,13, 7, EASY TOUCH, (V269), H Bowman, C S Shum, 124, 1188, 9, 11-1/2, 1.11.38, 7.7,20160907,20160907_9
6609,2, 1, GREEN CARD, (V126), T Berry, J Moore, 129, 1176, 6, 1-3/4, 1.09.80, 5.9,20160907,20160907_9
6610,4, 3, STAR OF JOY, (A171), S Clipperton, K L Man, 126, 1064, 11, 3-1/2, 1.10.07, 9.1,20160907,20160907_9
6611,6, 4, THE JUDGE, (A147), O Doleuze, C Fownes, 126, 1039, 10, 5, 1.10.33, 99,20160907,20160907_9
6612,8, 5, ARIZONA BLIZZARD, (V264), N Callan, J Size, 125, 1090, 5, 6-1/4, 1.10.52, 28,20160907,20160907_9
6613,10, 6, THOR THE GREATEST, (P396), H T Mo, T P Yung, 115, 1165, 13, 8, 1.10.81, 13,20160907,20160907_9
6614,12, 12, OHANA, (A185), B Prebble, W Y So, 121, 1103, 1, 10-3/4, 1.11.23, 99,20160907,20160907_9
6615,14, 11, MR RIGHT, (T334), T H So, L Ho, 119, 1208, 14, 13, 1.11.62, 74,20160907,20160907_9
6616,1, 6, FOREVER FUN, (S130), O Doleuze, K L Man, 130, 1037, 4, -, 0.57.65, 7.9,20160907,20160907_1
6617,3, 10, ORIENTAL FANTASIA, (P269), H N Wong, Y S Tsui, 117, 1084, 7, 1/2, 0.57.72, 14,20160907,20160907_1
6618,5, 8, SEVEN LUCK, (V044), D Whyte, C H Yip, 125, 1036, 9, 1-3/4, 0.57.92, 12,20160907,20160907_1
6619,7, 9, BONHEUR, (T039), K K Chiong, D Cruz, 119, 987, 2, 2-1/4, 0.58.01, 80,20160907,20160907_1
6620,9, 5, SPARKLING TALENT, (T346), N Callan, C S Shum, 131, 1043, 11, 4, 0.58.29, 14,20160907,20160907_1
6621,11, 2, THE GREATEST, (T435), C Schofield, R Gibson, 133, 1188, 5, 6-1/2, 0.58.71, 34,20160907,20160907_1
6622,2, 3, DOUBLE MASTER, (P105), H T Mo, T K Ng, 122, 1088, 6, N, 0.57.71, 5.9,20160907,20160907_1
6623,4, 1, RUGBY DIAMOND, (S432), Z Purton, W Y So, 133, 1045, 1, 1/2, 0.57.74, 2.5,20160907,20160907_1
6624,6, 7, MASSIVE MOVE, (T073), U Rispoli, L Ho, 130, 1085, 3, 2-1/4, 0.57.99, 7.1,20160907,20160907_1
6625,8, 12, NOBLE BUDDIES, (T356), M L Yeung, A Lee, 112, 1201, 12, 2-1/2, 0.58.06, 47,20160907,20160907_1
6626,10, 4, INVISIBLE, (T418), C Y Ho, C Fownes, 129, 1146, 10, 4-1/2, 0.58.37, 20,20160907,20160907_1
6627,12, 11, PERFECT SMART, (S413), W M Lai, C W Chang, 117, 1048, 8, 6-3/4, 0.58.74, 18,20160907,20160907_1
6628,1, 6, PRINCE HARMONY, (V012), D Whyte, W Y So, 124, 1144, 3, -, 1.09.72, 2.9,20160907,20160907_2
6629,3, 2, OTOUTO, (V074), K K Chiong, D Cruz, 123, 1063, 2, 4-3/4, 1.10.46, 64,20160907,20160907_2
6630,5, 9, BRIGHT STAR, (N387), M L Yeung, T P Yung, 115, 1026, 5, 7-1/2, 1.10.90, 33,20160907,20160907_2
6631,7, 8, WINNING CONTROLLER, (A075), H T Mo, C H Yip, 108, 1056, 8, 8-3/4, 1.11.13, 22,20160907,20160907_2
6632,9, 5, NASHASHUK, (V143), O Doleuze, J Size, 124, 1088, 12, 12, 1.11.64, 6.1,20160907,20160907_2
6633,11, 4, JOYFUL FOREVER, (A151), W M Lai, P F Yiu, 125, 1041, 6, 13-1/2, 1.11.89, 99,20160907,20160907_2
6634,2, 10, SMART SALUTE, (V117), C Y Ho, Y S Tsui, 115, 1103, 1, 3-1/2, 1.10.26, 4.4,20160907,20160907_2
6635,4, 11, CLEVER SPIRIT, (T333), K Teetan, C Fownes, 115, 1159, 11, 6-3/4, 1.10.81, 11,20160907,20160907_2
6636,6, 3, SUNNY ORIENT, (V302), C Schofield, A T Millard, 127, 1097, 9, 8, 1.11.00, 5.6,20160907,20160907_2
6637,8, 7, REGENCY HONEY, (A059), K C Ng, A S Cruz, 116, 1046, 7, 10-1/2, 1.11.39, 99,20160907,20160907_2
6638,10, 12, OCTAL LUCK, (T205), H W Lai, A Lee, 114, 1260, 4, 12-1/2, 1.11.72, 39,20160907,20160907_2
6639,12, 1, BEAR RAPPER, (S337), S Clipperton, D E Ferraris, 133, 1189, 10, 14-1/2, 1.12.06, 12,20160907,20160907_2
6640,1, 2, RESPLENDENT GLORY, (V261), C Schofield, A T Millard, 132, 1098, 4, -, 1.10.69, 2.1,20160907,20160907_3
6641,3, 9, CONFUCIUS SPIRIT, (S329), K Teetan, D E Ferraris, 119, 1052, 1, 3, 1.11.15, 6.2,20160907,20160907_3
6642,5, 8, SUPER DUKE, (A029), C Y Ho, Y S Tsui, 120, 1036, 2, 3, 1.11.17, 9.8,20160907,20160907_3
6643,7, 1, MY GIFT, (V242), S Clipperton, P F Yiu, 133, 1039, 11, 3-1/2, 1.11.26, 99,20160907,20160907_3
6644,9, 3, MASTER STEED, (T320), Z Purton, C Fownes, 126, 1142, 8, 5, 1.11.49, 7,20160907,20160907_3
6645,11, 4, HOT HOT PEPPER, (V026), N Callan, P O'Sullivan, 125, 1119, 9, 8-1/4, 1.11.99, 8.6,20160907,20160907_3
6646,2, 5, TORNEY, (A063), M L Yeung, T P Yung, 122, 1153, 5, 2-3/4, 1.11.13, 60,20160907,20160907_3
6647,4, 11, THE FULL BLOOM, (V243), D Whyte, C H Yip, 118, 1038, 6, 3, 1.11.17, 17,20160907,20160907_3
6648,6, 7, LYRIC ACE, (S047), H T Mo, D Cruz, 113, 1046, 7, 3-1/4, 1.11.21, 29,20160907,20160907_3
6649,8, 6, FINE WITH ME, (T178), K C Ng, K W Lui, 118, 1099, 3, 3-3/4, 1.11.28, 11,20160907,20160907_3
6650,10, 12, WHISTLE UP, (A082), H W Lai, L Ho, 116, 1138, 12, 7-1/2, 1.11.89, 99,20160907,20160907_3
6651,12, 10, WINNING VIBE, (V147), W M Lai, W Y So, 119, 1144, 10, 13-1/4, 1.12.80, 49,20160907,20160907_3
6652,1, 9, HAPPY LIFE, (V134), H W Lai, K W Lui, 119, 1100, 1, -, 1.39.15, 11,20160907,20160907_4
6653,3, 7, THUNDER STOMP, (V279), H N Wong, Y S Tsui, 113, 1184, 12, 3, 1.39.64, 7.7,20160907,20160907_4
6654,5, 1, PHOTON WILLIE, (S199), K Teetan, P O'Sullivan, 132, 1116, 9, 3-1/2, 1.39.71, 29,20160907,20160907_4
6655,7, 4, KYRUS BOWSER, (A246), H T Mo, C W Chang, 123, 1050, 5, 5-1/2, 1.40.05, 99,20160907,20160907_4
6656,9, 2, NITRO EXPRESS, (T353), D Whyte, D E Ferraris, 128, 1162, 7, 6, 1.40.12, 17,20160907,20160907_4
6657,11, 5, LITTLE ISLAND, (T390), M L Yeung, K L Man, 121, 1020, 6, 8, 1.40.44, 85,20160907,20160907_4
6658,WV, YOUNG RANGER, (S435), H T Mo, C S Shum, 114, 1175, ---, ---, -,,,20160907,20160907_4
6659,2, 6, JADE FORTUNE, (V020), Z Purton, K L Man, 121, 1084, 3, SH, 1.39.16, 2.3,20160907,20160907_4
6660,4, 8, APACHE SPIRIT, (T095), C Y Ho, C Fownes, 117, 1083, 8, 3-1/4, 1.39.66, 28,20160907,20160907_4
6661,6, 10, THE SUPREME, (V370), N Callan, L Ho, 120, 1146, 2, 4, 1.39.81, 3.6,20160907,20160907_4
6662,8, 11, SICHUAN BOSS, (V416), C Schofield, A T Millard, 117, 1227, 4, 6, 1.40.12, 11,20160907,20160907_4
6663,10, 12, VARA PEARL, (S138), K K Chiong, A T Millard, 110, 1059, 11, 6-1/4, 1.40.17, 28,20160907,20160907_4
6664,12, 3, MR POTENTIAL, (V270), K C Ng, C H Yip, 120, 1059, 10, 20-1/4, 1.42.39, 99,20160907,20160907_4
6665,1, 6, GREAT JOY, (T338), Z Purton, D J Hall, 125, 1005, 12, -, 1.40.20, 3.6,20160907,20160907_5
6666,3, 2, NEVER BETTER, (T140), U Rispoli, P O'Sullivan, 130, 1179, 8, 1-3/4, 1.40.47, 13,20160907,20160907_5
6667,5, 11, GENTRY, (V042), C Schofield, C H Yip, 114, 987, 11, 2-1/4, 1.40.56, 16,20160907,20160907_5
6668,7, 8, MR KOOL, (T335), S Clipperton, W Y So, 121, 1064, 6, 3-1/2, 1.40.77, 10,20160907,20160907_5
6669,9, 4, CONTRIBUTION, (A146), K K Chiong, A S Cruz, 121, 1147, 4, 5-1/4, 1.41.02, 2.8,20160907,20160907_5
6670,11, 10, DUTCH WINDMILL, (T288), W M Lai, C W Chang, 115, 1024, 7, 5-1/4, 1.41.04, 82,20160907,20160907_5
6671,2, 5, FORMULA GALORE, (V011), C Y Ho, C Fownes, 123, 1086, 3, 1-1/4, 1.40.36, 8.7,20160907,20160907_5
6672,4, 7, MIDNITE PROMISE, (S379), D Whyte, T K Ng, 124, 1022, 10, 2, 1.40.51, 21,20160907,20160907_5
6673,6, 12, KWAICHUNG BROTHERS, (A012), H W Lai, R Gibson, 114, 1144, 2, 2-1/2, 1.40.61, 25,20160907,20160907_5
